order_id;order_datetime;customer_id;country;city;category;product;unit_price;quantity;discount;payment_method;channel
78;2023-10-08 16:00:00;1175;Iceland;Reykjavik;Outdoors;Backpack;19312.95;3;0.0;Mastercard;In-Store
79;2023-01-17 07:00:00;2746;Norway;Trondheim;Electronics;Smartphone;21658.68;2;0.0;Visa;Mobile
80;2024-08-05 18:00:00;3663;Sweden;Gothenburg;Electronics;Headphones;10912.77;3;0.0;Vipps;Mobile
81;2024-06-11 18:00:00;6817;Finland;Turku;Sports;Running Shoes;948.53;5;0.15;Mastercard;In-Store
82;2023-09-03 12:00:00;8984;Finland;Turku;Office;Whiteboard;23865.88;1;0.1;Vipps;Partner
83;2023-05-29 09:00:00;2636;Norway;Oslo;Gaming;VR Headset;10977.5;2;0.0;Visa;In-Store
84;2023-09-15 16:00:00;5607;Sweden;Malmö;Sports;Yoga Mat;2902.34;1;0.15;Mastercard;In-Store
85;2023-12-16 16:00:00;8448;Norway;Tromsø;Sports;Yoga Mat;13218.99;5;0.0;Mastercard;In-Store
86;2024-06-28 11:00:00;5253;Norway;Oslo;Gaming;Gaming Chair;6692.03;4;0.1;Visa;Web
87;2024-09-28 01:00:00;5320;Norway;Oslo;Gaming;Gaming Chair;6717.06;1;0.0;PayPal;In-Store
88;2023-04-13 06:00:00;3014;Denmark;Aarhus;Electronics;Smartphone;17518.26;3;0.05;Mastercard;Web
89;2024-05-08 05:00:00;8588;Iceland;Kopavogur;Electronics;Smartphone;4337.4;3;0.15;Vipps;Web
90;2024-08-07 23:00:00;3545;Iceland;Reykjavik;Music;Bass;18305.4;2;0.1;Visa;In-Store
91;2024-04-01 21:00:00;7371;Finland;Tampere;Electronics;Headphones;20334.73;2;0.0;Mastercard;Web
92;2024-02-11 18:00:00;8503;Iceland;Kopavogur;Outdoors;Backpack;19917.4;4;0.0;PayPal;Web
93;2023-07-30 16:00:00;3048;Finland;Turku;Office;Notebook;23500.05;5;0.1;Vipps;In-Store
94;2024-09-14 20:00:00;2242;Denmark;Copenhagen;Electronics;Monitor;7372.17;3;0.1;Vipps;Partner
95;2023-12-04 22:00:00;3560;Sweden;Malmö;Outdoors;Tent;13478.51;2;0.0;PayPal;Mobile
96;2024-07-27 21:00:00;7615;Sweden;Stockholm;Outdoors;Tent;20998.97;5;0.0;Mastercard;Web
97;2024-12-26 12:00:00;9576;Norway;Trondheim;Office;Notebook;4210.88;3;0.1;Invoice;Partner
98;2023-01-21 22:00:00;6638;Norway;Oslo;Music;Bass;10449.48;3;0.0;PayPal;Mobile
99;2023-10-15 22:00:00;2982;Finland;Helsinki;Sports;Treadmill;23933.78;1;0.15;Visa;In-Store
100;2024-06-12 13:00:00;5269;Norway;Tromsø;Outdoors;Backpack;5921.77;5;0.05;Invoice;In-Store
101;2023-01-09 14:00:00;4422;Iceland;Reykjavik;Music;Drum Kit;18352.92;5;0.0;Visa;Mobile
102;2024-10-25 22:00:00;3827;Sweden;Malmö;Music;Microphone;24400.79;2;0.15;Visa;Partner
103;2024-12-19 15:00:00;8284;Norway;Tromsø;Office;Desk Lamp;6665.87;1;0.0;Visa;In-Store
104;2023-12-31 19:00:00;9421;Denmark;Odense;Music;Bass;4750.25;1;0.0;Mastercard;In-Store
105;2024-05-30 23:00:00;4876;Sweden;Gothenburg;Electronics;Smartphone;12364.08;1;0.0;Invoice;Web
106;2024-09-09 12:00:00;8973;Norway;Tromsø;Sports;Yoga Mat;4241.83;1;0.1;Invoice;Mobile
107;2023-11-12 14:00:00;5884;Finland;Turku;Electronics;Headphones;12914.57;1;0.15;Invoice;Partner
108;2023-09-23 14:00:00;1663;Sweden;Stockholm;Music;Bass;15577.84;1;0.15;Visa;Partner
109;2023-03-11 22:00:00;1434;Sweden;Malmö;Electronics;Keyboard;23865.6;2;0.0;PayPal;Web
110;2023-02-14 03:00:00;4180;Sweden;Malmö;Office;Notebook;14807.33;5;0.0;Mastercard;In-Store
111;2024-11-05 22:00:00;1077;Norway;Oslo;Electronics;Laptop;13669.54;5;0.1;Visa;Partner
112;2024-02-18 02:00:00;7448;Denmark;Odense;Music;Microphone;12075.07;3;0.15;Invoice;Partner
113;2024-03-26 17:00:00;3828;Finland;Helsinki;Music;Bass;13564.99;4;0.0;PayPal;Mobile
114;2024-03-31 01:00:00;4735;Norway;Stavanger;Electronics;Monitor;3079.37;3;0.1;Vipps;Web
115;2024-02-12 21:00:00;3515;Norway;Oslo;Office;Office Chair;23250.57;2;0.0;PayPal;Web
116;2024-11-10 16:00:00;5246;Sweden;Gothenburg;Sports;Running Shoes;7338.51;2;0.05;Mastercard;Partner
117;2024-04-13 20:00:00;6506;Denmark;Aarhus;Office;Notebook;23723.2;1;0.0;Vipps;In-Store
118;2023-04-23 05:00:00;8135;Denmark;Copenhagen;Music;Guitar;3764.75;4;0.0;PayPal;Mobile
119;2024-08-03 11:00:00;5094;Denmark;Odense;Music;Bass;4585.28;4;0.0;Mastercard;Mobile
120;2023-06-01 03:00:00;1614;Norway;Oslo;Office;Whiteboard;3875.84;5;0.05;PayPal;Partner
121;2024-11-04 05:00:00;6562;Denmark;Aarhus;Gaming;Gaming Chair;8496.93;3;0.0;Invoice;Mobile
122;2024-02-28 21:00:00;8048;Norway;Stavanger;Sports;Running Shoes;12134.19;3;0.05;Mastercard;In-Store
123;2024-03-02 06:00:00;8824;Sweden;Stockholm;Sports;Treadmill;17438.33;2;0.1;Mastercard;Mobile
124;2024-10-16 11:00:00;3034;Norway;Bergen;Sports;Running Shoes;17389.96;4;0.0;Visa;Partner
125;2024-04-23 22:00:00;2834;Finland;Turku;Outdoors;Tent;7544.21;3;0.1;Vipps;Partner
126;2023-02-24 10:00:00;5557;Finland;Helsinki;Electronics;Laptop;2889.57;3;0.15;Mastercard;Partner
127;2023-10-10 08:00:00;3923;Iceland;Reykjavik;Sports;Football;20734.35;3;0.1;Mastercard;Mobile
128;2024-01-30 18:00:00;7034;Norway;Stavanger;Sports;Running Shoes;19557.26;4;0.05;Invoice;Web
129;2023-11-10 14:00:00;1740;Iceland;Reykjavik;Sports;Running Shoes;16615.99;1;0.0;Mastercard;Web
130;2023-08-19 10:00:00;4773;Sweden;Malmö;Office;Office Chair;10729.61;4;0.05;Invoice;Web
131;2023-06-06 04:00:00;9148;Sweden;Gothenburg;Office;Desk Lamp;10382.14;2;0.0;Visa;Partner
132;2024-07-18 09:00:00;4231;Finland;Tampere;Office;Desk Lamp;2650.79;1;0.0;Invoice;Web
133;2023-01-28 15:00:00;8136;Finland;Tampere;Outdoors;Backpack;18674.45;1;0.1;Mastercard;Mobile
134;2023-03-25 06:00:00;6120;Denmark;Copenhagen;Gaming;Gaming Chair;18050.16;1;0.05;Visa;Web
135;2023-11-30 02:00:00;9995;Iceland;Reykjavik;Music;Microphone;4244.44;5;0.05;PayPal;Mobile
136;2023-05-18 16:00:00;4124;Iceland;Kopavogur;Sports;Treadmill;23982.12;3;0.05;Vipps;Web
137;2024-07-29 08:00:00;9078;Finland;Tampere;Outdoors;Kayak;7879.07;2;0.1;Visa;In-Store
138;2023-10-02 09:00:00;6816;Finland;Tampere;Music;Guitar;18262.31;3;0.0;Mastercard;Web
139;2024-04-30 09:00:00;1561;Iceland;Kopavogur;Office;Desk Lamp;20030.3;5;0.15;Vipps;In-Store
140;2023-03-10 04:00:00;3476;Finland;Turku;Music;Microphone;19475.36;1;0.1;Mastercard;In-Store
141;2024-12-12 18:00:00;2340;Finland;Tampere;Sports;Running Shoes;3144.53;5;0.0;Visa;Mobile
142;2023-07-17 09:00:00;2545;Norway;Oslo;Music;Microphone;1196.69;5;0.0;Mastercard;Web
143;2024-08-29 11:00:00;5302;Denmark;Aarhus;Sports;Treadmill;11485.01;3;0.05;Invoice;In-Store
144;2024-08-01 05:00:00;6195;Denmark;Aarhus;Office;Office Chair;9028.16;5;0.0;Mastercard;Mobile
145;2023-02-05 14:00:00;3653;Sweden;Stockholm;Sports;Treadmill;11666.82;4;0.0;Invoice;Web
146;2023-09-01 23:00:00;2302;Finland;Turku;Electronics;Monitor;20566.4;1;0.0;PayPal;In-Store
147;2023-11-05 00:00:00;1645;Finland;Tampere;Gaming;Console;15977.83;5;0.0;Mastercard;Partner
148;2024-08-04 05:00:00;5319;Finland;Tampere;Office;Whiteboard;12106.3;4;0.15;Invoice;Web
149;2023-08-30 07:00:00;2427;Denmark;Odense;Music;Bass;12237.41;5;0.0;Mastercard;Partner
150;2023-07-25 11:00:00;1279;Sweden;Stockholm;Music;Guitar;16336.03;2;0.0;Invoice;Web
151;2023-01-09 10:00:00;1506;Denmark;Odense;Outdoors;Backpack;6623.14;4;0.1;Visa;Mobile
152;2024-04-21 23:00:00;1733;Denmark;Odense;Outdoors;Tent;13398.5;5;0.15;Invoice;Mobile
153;2024-06-12 16:00:00;4599;Finland;Tampere;Sports;Treadmill;13145.05;2;0.15;PayPal;In-Store
154;2023-07-02 21:00:00;3056;Sweden;Stockholm;Music;Microphone;16186.2;3;0.05;Vipps;Web
155;2023-04-07 23:00:00;2485;Norway;Bergen;Sports;Treadmill;21488.01;2;0.05;Vipps;In-Store
156;2023-11-30 12:00:00;4961;Denmark;Aarhus;Electronics;Monitor;22931.08;3;0.0;PayPal;Partner
157;2023-11-21 01:00:00;3221;Iceland;Reykjavik;Electronics;Laptop;2590.92;2;0.0;PayPal;Partner
158;2023-01-09 05:00:00;9069;Finland;Turku;Electronics;Headphones;5620.57;3;0.05;Visa;In-Store
159;2023-03-22 10:00:00;8592;Finland;Turku;Office;Office Chair;11425.22;3;0.0;Mastercard;Mobile
160;2024-05-05 14:00:00;2544;Finland;Tampere;Outdoors;Backpack;2905.94;5;0.05;Invoice;In-Store
161;2024-09-20 15:00:00;8177;Sweden;Malmö;Office;Office Chair;3208.06;2;0.0;Invoice;Web
162;2024-01-25 03:00:00;2130;Norway;Stavanger;Sports;Running Shoes;4405.26;5;0.0;Visa;Partner
163;2024-04-27 21:00:00;8504;Denmark;Copenhagen;Outdoors;Camping Stove;7878.87;4;0.05;Invoice;Web
164;2024-10-16 12:00:00;2827;Sweden;Stockholm;Office;Office Chair;8902.63;4;0.15;Invoice;Web
165;2024-12-11 03:00:00;2710;Sweden;Gothenburg;Office;Notebook;19865.4;4;0.1;Visa;Web
166;2023-04-28 03:00:00;5776;Norway;Trondheim;Sports;Running Shoes;6796.4;4;0.0;PayPal;In-Store
167;2024-08-16 11:00:00;2537;Sweden;Gothenburg;Gaming;Gaming Chair;9015.58;3;0.1;Mastercard;Partner
168;2023-09-30 18:00:00;7272;Denmark;Odense;Music;Drum Kit;3001.87;2;0.15;PayPal;Mobile
169;2023-03-24 18:00:00;9127;Iceland;Reykjavik;Office;Notebook;16146.6;1;0.1;Mastercard;Mobile
170;2023-12-14 10:00:00;5956;Norway;Trondheim;Music;Guitar;66.59;5;0.1;Invoice;Web
171;2024-04-20 11:00:00;6082;Sweden;Stockholm;Electronics;Keyboard;8737.8;1;0.0;Visa;Partner
172;2023-05-02 07:00:00;9251;Denmark;Copenhagen;Outdoors;Camping Stove;7032.3;4;0.05;Visa;Web
173;2023-03-14 06:00:00;3596;Sweden;Stockholm;Sports;Treadmill;1662.75;5;0.0;PayPal;In-Store
174;2023-12-28 16:00:00;3456;Sweden;Stockholm;Sports;Treadmill;2781.32;1;0.0;Visa;Mobile
175;2023-08-28 23:00:00;7714;Denmark;Odense;Office;Desk Lamp;14201.95;1;0.1;PayPal;In-Store
176;2023-04-10 09:00:00;1516;Norway;Tromsø;Electronics;Monitor;15708.04;2;0.0;Mastercard;Partner
177;2024-04-07 23:00:00;7655;Sweden;Malmö;Outdoors;Tent;13264.3;2;0.0;Invoice;Web
178;2023-07-17 08:00:00;5330;Finland;Helsinki;Music;Bass;9240.54;1;0.0;Vipps;Web
179;2023-03-17 02:00:00;2382;Sweden;Stockholm;Sports;Football;17538.03;2;0.15;Invoice;In-Store
180;2023-12-06 19:00:00;9348;Sweden;Stockholm;Office;Office Chair;7182.76;3;0.15;Visa;Partner
181;2023-12-05 08:00:00;5815;Finland;Tampere;Gaming;GPU;21843.47;5;0.1;Vipps;Mobile
182;2023-10-03 16:00:00;1741;Norway;Oslo;Electronics;Laptop;19730.23;3;0.0;Visa;Partner
183;2024-08-17 01:00:00;9049;Sweden;Gothenburg;Gaming;GPU;4098.53;3;0.0;Invoice;Mobile
184;2024-08-26 14:00:00;8595;Norway;Tromsø;Electronics;Smartphone;15317.75;4;0.1;Mastercard;Mobile
185;2024-11-24 14:00:00;7341;Sweden;Stockholm;Gaming;VR Headset;16523.61;5;0.0;Mastercard;In-Store
186;2024-08-09 11:00:00;2318;Norway;Oslo;Outdoors;Backpack;19695.4;1;0.05;Mastercard;Web
187;2024-01-19 16:00:00;2659;Norway;Oslo;Outdoors;Backpack;17118.13;5;0.15;Visa;In-Store
188;2024-11-13 03:00:00;7746;Iceland;Kopavogur;Music;Guitar;3170.34;3;0.0;Vipps;In-Store
189;2024-05-08 03:00:00;5166;Iceland;Kopavogur;Music;Drum Kit;5047.09;3;0.15;Invoice;Partner
190;2024-07-02 16:00:00;7760;Finland;Helsinki;Office;Desk Lamp;14304.0;1;0.0;Mastercard;Mobile
191;2023-03-27 09:00:00;5826;Sweden;Malmö;Gaming;GPU;9987.49;2;0.0;Vipps;Mobile
192;2023-08-14 23:00:00;5425;Sweden;Stockholm;Electronics;Smartphone;4675.8;1;0.0;Mastercard;Mobile
193;2024-08-30 21:00:00;9128;Sweden;Gothenburg;Outdoors;Backpack;1105.48;2;0.15;Vipps;Partner
194;2023-10-26 06:00:00;1808;Norway;Trondheim;Sports;Yoga Mat;18562.87;2;0.15;Vipps;Web
195;2024-03-03 00:00:00;5841;Finland;Turku;Gaming;GPU;13012.82;1;0.1;Visa;In-Store
196;2023-11-05 08:00:00;7996;Denmark;Aarhus;Sports;Football;5848.19;1;0.05;Mastercard;In-Store
197;2024-02-16 10:00:00;5333;Iceland;Kopavogur;Gaming;GPU;6989.66;4;0.05;Vipps;Partner
198;2024-09-23 07:00:00;9104;Finland;Tampere;Gaming;VR Headset;10117.81;2;0.0;Visa;Partner
199;2023-02-18 02:00:00;9657;Iceland;Reykjavik;Outdoors;Backpack;16263.24;4;0.05;Visa;In-Store
200;2023-07-07 11:00:00;5328;Sweden;Gothenburg;Electronics;Laptop;6919.67;5;0.05;Invoice;In-Store
201;2023-09-20 07:00:00;2952;Norway;Bergen;Sports;Football;22961.83;5;0.0;Vipps;Web
202;2024-05-22 15:00:00;8346;Norway;Trondheim;Gaming;VR Headset;23760.88;1;0.05;Invoice;Partner
203;2024-06-20 10:00:00;2460;Sweden;Gothenburg;Music;Bass;17946.37;1;0.1;Invoice;Partner
204;2023-08-19 19:00:00;4651;Sweden;Malmö;Gaming;Console;22690.1;2;0.0;PayPal;Partner
205;2024-02-06 13:00:00;3718;Sweden;Stockholm;Outdoors;Kayak;13808.35;2;0.0;Visa;Web
206;2024-10-11 10:00:00;1197;Norway;Oslo;Music;Drum Kit;23148.42;3;0.1;PayPal;Partner
207;2023-04-17 13:00:00;2261;Sweden;Malmö;Sports;Yoga Mat;18205.2;1;0.1;Invoice;Web
208;2023-08-22 00:00:00;2761;Iceland;Kopavogur;Gaming;Gaming Chair;9962.23;1;0.0;Invoice;Mobile
209;2024-11-17 18:00:00;4223;Iceland;Kopavogur;Office;Desk Lamp;13035.43;5;0.0;Invoice;In-Store
210;2023-04-02 16:00:00;2071;Iceland;Kopavogur;Electronics;Keyboard;17486.93;5;0.1;Invoice;Mobile
211;2024-08-13 12:00:00;4154;Denmark;Copenhagen;Office;Desk Lamp;67.15;4;0.0;Vipps;In-Store
212;2023-05-04 09:00:00;3154;Sweden;Malmö;Gaming;VR Headset;3743.19;2;0.1;Invoice;Web
213;2024-08-14 23:00:00;6141;Sweden;Malmö;Outdoors;Camping Stove;23733.52;3;0.0;PayPal;Mobile
214;2024-05-13 17:00:00;7941;Norway;Tromsø;Office;Whiteboard;2093.04;2;0.0;Invoice;Web
215;2023-04-30 13:00:00;9936;Finland;Tampere;Outdoors;Tent;22034.25;1;0.15;Mastercard;Partner
216;2024-12-23 12:00:00;5960;Sweden;Malmö;Sports;Yoga Mat;23740.83;4;0.1;Vipps;In-Store
217;2024-08-06 00:00:00;1382;Finland;Tampere;Outdoors;Kayak;6604.97;1;0.15;PayPal;Mobile
218;2023-08-26 11:00:00;1867;Sweden;Stockholm;Outdoors;Backpack;7372.93;5;0.05;Invoice;In-Store
219;2023-06-16 03:00:00;4587;Sweden;Gothenburg;Electronics;Headphones;9180.46;4;0.0;PayPal;In-Store
220;2024-07-14 06:00:00;5534;Denmark;Copenhagen;Outdoors;Tent;11236.79;4;0.05;Mastercard;Partner
221;2023-02-20 18:00:00;4473;Finland;Helsinki;Music;Drum Kit;17787.06;4;0.0;Visa;Web
222;2023-07-17 07:00:00;1299;Finland;Tampere;Electronics;Headphones;10838.13;1;0.0;PayPal;Partner
223;2024-04-15 16:00:00;2498;Finland;Helsinki;Electronics;Headphones;17929.19;3;0.0;PayPal;Mobile
224;2023-07-09 19:00:00;6561;Denmark;Odense;Music;Drum Kit;143.82;3;0.15;Mastercard;In-Store
225;2024-01-17 02:00:00;6618;Norway;Bergen;Electronics;Monitor;10190.3;4;0.05;Mastercard;Partner
226;2023-12-02 10:00:00;5712;Norway;Trondheim;Gaming;VR Headset;2985.4;5;0.0;PayPal;In-Store
227;2024-06-15 13:00:00;5637;Denmark;Odense;Electronics;Smartphone;23192.16;1;0.0;Mastercard;In-Store
228;2024-12-27 05:00:00;5352;Denmark;Aarhus;Gaming;VR Headset;10205.27;3;0.05;Invoice;Partner
229;2023-10-15 05:00:00;9118;Denmark;Odense;Electronics;Laptop;1755.55;3;0.1;Mastercard;In-Store
230;2024-08-21 21:00:00;2012;Iceland;Kopavogur;Electronics;Headphones;9193.4;4;0.0;PayPal;Mobile
231;2024-08-29 21:00:00;7761;Denmark;Odense;Music;Bass;7527.02;4;0.15;Mastercard;Mobile
232;2023-05-24 04:00:00;1824;Denmark;Aarhus;Music;Drum Kit;8720.41;1;0.1;Invoice;Web
233;2023-12-31 18:00:00;6864;Sweden;Malmö;Gaming;VR Headset;1360.93;1;0.0;Visa;Partner
234;2024-03-20 21:00:00;5865;Denmark;Aarhus;Office;Notebook;17234.62;2;0.0;Vipps;Web
235;2023-09-03 15:00:00;6186;Sweden;Stockholm;Electronics;Laptop;7830.06;4;0.1;Mastercard;In-Store
236;2024-11-23 01:00:00;4098;Norway;Trondheim;Office;Whiteboard;8997.7;3;0.1;Invoice;Partner
237;2024-10-13 12:00:00;5539;Iceland;Reykjavik;Outdoors;Tent;5387.96;5;0.1;Mastercard;Mobile
238;2023-10-20 14:00:00;5894;Sweden;Malmö;Music;Guitar;16646.74;5;0.0;PayPal;In-Store
